7.396464542262881636e+00,1.309487550867819428e+00,2.137861561690767243e+00,1.567132023005534336e+00,5.486146031132639773e-03,1.077072887249195628e+04,1.889943181230719846e-02
9.102208637001879765e+00,9.181551400191880763e-01,1.162070753848683857e+00,7.433593733015376737e-01,3.357104730038792083e-03,9.616429639522179059e+03,1.588420730501367839e-02
8.740782051470294078e+00,9.040468898674178799e-01,6.525840951192489747e-01,1.345879275963481003e+00,1.530365478105917207e-02,7.448379835812546844e+03,1.513649452542466939e-02
3.410866144632381136e+00,8.750631889253295270e-01,1.953213035473985837e+00,9.169477737353013413e-01,8.190064267817747518e-03,1.351352317110484910e+04,1.714981582920170611e-02
1.044789253157357933e+01,1.290157146148931844e+00,1.426588505483082248e+00,2.328774793791419384e+00,5.022790711241454688e-03,1.065134182861446789e+04,1.417899141740038699e-02
5.808855141413634016e+00,1.226842665363548024e+00,1.956971999353292357e+00,2.027853478625534223e+00,3.257685084352090598e-03,8.303360906247095045e+03,1.862880786062083571e-02
6.061353272374203627e+00,8.633396641005363081e-01,1.097940279297559663e+00,1.074328452020094415e+00,1.316723633196601947e-02,1.506955394583299858e+04,1.954968787071970776e-02
4.670571159309780285e+00,6.324183429461180950e-01,5.181345986492787992e-01,1.367227885083335925e+00,5.196929035188225035e-03,1.349237900637669372e+04,1.905433406711604105e-02
7.656726736091489016e+00,7.077522174347372630e-01,2.227713072917706150e+00,1.077757254389008601e+00,7.316125894223595924e-03,9.045110207496092698e+03,1.762695001754287227e-02
1.064046643466757303e+01,8.340057045154884996e-01,1.443761312153449161e+00,1.535982528462430219e+00,1.553788966986364289e-02,1.177251926193792679e+04,2.253082713975729928e-02
1.427972203834500853e+01,8.685852223868379962e-01,6.611309197624406497e-01,5.508821000052828154e-01,8.945358246636839900e-03,9.220275415476491617e+03,1.894018637410339184e-02
8.702849768994557422e+00,6.729866723352611046e-01,2.344954494434031034e+00,2.044175079073102808e-01,4.402232782878878758e-03,7.762720998568068353e+03,1.552733328718491554e-02
6.956424631829066563e+00,9.856059276464133045e-01,1.362294541447274687e+00,1.044838353777937545e+00,2.154583920139181707e-03,8.484287249909704769e+03,1.224861639058552783e-02
7.763568091452842879e+00,1.268856401956536484e+00,1.884958517972825209e+00,1.927860103885548737e+00,2.972579780201370023e-03,1.363384873988389700e+04,1.620671451136632482e-02
1.099686012799493895e+01,7.932200525146755332e-01,2.017441422729427725e+00,1.687276689519122241e+00,1.705181578402965858e-02,1.095525555463834280e+04,1.532008880190375254e-02
8.426754560885092005e+00,8.212550721288819355e-01,1.102656857832723825e+00,9.302938497495627512e-01,6.113875465771360235e-03,8.510465994270709416e+03,1.288748302142203421e-02
9.052453046469732811e+00,6.820195880487602835e-01,1.529795982272564636e+00,1.006965935701667370e+00,4.317721568491745925e-03,1.123414670556799683e+04,1.289375368765916310e-02
1.236936326709484391e+01,1.081291877409936930e+00,2.418867561889735285e+00,1.558939466189840806e+00,4.759739796847140166e-03,1.303492321334023836e+04,1.413001950983124901e-02
6.859541608665716161e+00,1.017814361139593338e+00,1.949590316794952205e+00,1.698536087694994645e+00,2.481635950462768650e-03,1.038451488136750413e+04,1.698919341314932344e-02
1.091613661561200388e+01,1.298709790441434198e+00,7.578645553894163278e-01,2.042844070931348455e+00,4.471716445107441935e-03,1.064005946371948266e+04,2.055871068740320121e-02
7.823351052050774079e+00,6.376590419672660826e-01,1.405587314027152424e+00,1.545692949362138302e+00,9.899702306877332381e-03,1.028296475903337705e+04,2.135127720253299222e-02
1.168063832239405286e+01,8.083919038806320900e-01,1.538960450413888736e+00,2.032429711204645884e+00,6.685394007295461863e-03,8.602043150091729331e+03,1.763676388820088065e-02
5.300841236213647889e+00,7.940814367361973547e-01,2.042685193793805531e+00,9.679926889743797336e-01,2.109755963224558759e-02,1.178173633458202676e+04,1.474561707823581792e-02
4.261182449710679165e+00,6.277937576503669348e-01,2.108285939510296192e+00,3.114487151653122510e-01,6.787814770119211111e-03,8.866438315415602119e+03,1.269853697555302016e-02
6.052491984984078144e+00,1.110302672624667863e+00,1.071626097908173314e+00,1.626478916751499249e+00,4.291622248132797440e-03,7.152787105069859535e+03,1.747971909857243961e-02
4.167979770898826430e+00,1.096644619950753796e+00,1.249568412084835156e+00,1.792954569184527225e+00,2.694662887959511054e-03,1.350527371766209217e+04,1.952076321562070532e-02
7.715816273202722897e+00,9.701345964123219145e-01,1.771662652499001789e+00,1.343000287784336111e+00,3.869324632990144182e-03,1.458439228598114278e+04,1.640063322658399936e-02
6.125809913436117249e+00,7.065494034819822522e-01,1.504444504694978813e+00,1.255262869983405860e+00,9.579960460737954944e-03,1.919219243547997758e+04,1.785400234790073329e-02
4.278873419280897927e+00,7.092168871844294342e-01,8.587270922773920789e-01,1.415040868559200637e+00,1.369456632791268835e-02,1.257046669909948105e+04,1.250790735452244479e-02
6.458422515622791238e+00,6.866427052185855029e-01,1.208159773004241488e+00,5.959274865538985999e-01,6.576618955493702609e-03,8.209451871738267073e+03,1.610052796737116571e-02
3.136441359562438080e+00,1.274663090843474400e+00,1.876546641590384645e+00,1.031186931937274398e+00,9.045374502440192005e-03,5.554584249339491180e+03,1.151997867318170152e-02
9.492205574989400318e+00,1.263153494770618890e+00,1.284288141591577226e+00,1.395992771993106230e+00,2.746839719225913252e-03,1.264048089580181659e+04,1.398714231566420066e-02
7.844410644979676661e+00,1.449865808511158427e+00,2.550840317539354363e+00,1.292728943706049627e+00,3.137026917109742973e-03,1.174356791300962686e+04,1.155682752034765427e-02
7.673339840448249127e+00,1.179345675773500135e+00,7.062884696692279807e-01,2.453024339042000790e+00,8.040110644428607317e-03,7.092760059863476272e+03,1.294187421628488315e-02
5.644364282587456039e+00,1.002636683651280336e+00,2.774657830417587512e+00,8.951162005926531773e-01,1.204133371986033409e-02,1.130881113759548134e+04,1.854538295513303431e-02
8.258783682893058753e+00,1.255009206122981169e+00,1.510303231657358136e+00,1.961655326765686214e+00,6.203786651322745933e-03,8.879229093366149755e+03,1.359995014875630542e-02
9.170210985904036605e+00,1.081225138535464536e+00,2.378456496801732545e+00,9.058085632010067778e-01,7.088532419550919866e-03,9.417903189792077683e+03,1.380637401329774284e-02
8.513067283000365748e+00,8.603345493465313076e-01,2.226464364679646035e+00,1.526558597862748945e+00,8.720211982170112883e-03,1.633532170389879502e+04,2.461901132571678308e-02
4.283219311728445611e+00,1.104163469303280909e+00,2.161824985526179077e+00,1.783852891672417673e+00,1.451239600027148802e-02,7.527148462422888770e+03,1.756998429004093254e-02
7.774494044026607931e+00,6.685570592133317502e-01,1.593840056112632686e+00,9.630472177892089869e-01,9.700009863294747209e-03,9.258392779806201361e+03,1.330925119983163325e-02
8.374774684464023622e+00,1.359198017275904835e+00,2.560954004040943310e+00,1.834614721112709734e+00,1.159481121854680566e-02,8.894904453531786203e+03,1.782375646177337958e-02
5.405326922789726929e+00,1.581907062840919753e+00,2.020179171787529704e+00,1.559147168193944166e+00,9.118678614236160052e-03,9.005404032272161203e+03,1.403906705898745090e-02
1.007725309917450929e+01,8.043103830046383074e-01,8.387540217161595368e-01,1.208752310478562908e+00,4.585502392943730486e-03,1.196016675187864530e+04,1.829013048681295273e-02
8.831354174744534546e+00,1.650840479453564491e+00,1.696969935012589747e+00,1.519880641816185429e+00,1.094560688396361420e-02,9.181376675579866060e+03,1.039894077766345855e-02
4.002115183620858829e+00,1.036959441669922599e+00,2.637521447884052961e+00,2.179674456621086165e+00,3.529217667506071542e-03,1.439687663568434073e+04,1.300029648603026784e-02
9.924982062067380539e+00,1.204905178678313593e+00,1.575096086900525716e+00,1.471287051072316832e+00,4.736912368520719389e-03,1.386891780175576787e+04,1.494700890709349354e-02
5.507681494172221193e+00,1.012265811122409431e+00,1.507808766535791323e+00,1.755813039557407418e+00,3.362450372214016887e-03,1.116212899290751739e+04,1.492081760626878459e-02
1.220385973830790327e+01,6.624317374879449272e-01,2.056747342311401550e+00,1.484029513888960317e+00,1.275864619259117760e-03,8.845602575097287627e+03,1.904783972210715576e-02
6.742048297085402098e+00,1.148371831305373902e+00,2.324913701064998506e+00,1.653488241519208701e+00,3.483179003007859462e-03,1.217672685702366289e+04,1.705097150174618784e-02
5.768511512283657439e+00,5.554247682867397007e-01,1.463562389474902803e+00,8.141003504841256566e-01,5.451792114684012730e-03,1.000447929930483951e+04,1.142693341461540300e-02
8.031651651785690404e+00,6.982341243103047379e-01,2.431135085508354887e+00,2.637624317254346096e+00,1.971419017293315080e-03,6.574771068602610285e+03,1.464003754133608691e-02
6.174861675243806580e+00,1.042006108791984298e+00,1.774281002526318041e+00,1.680908878371808246e+00,1.181393547835976263e-02,6.021544937317144104e+03,1.825231232756064845e-02
7.982829781566293192e+00,1.374217226272791859e+00,2.311038845179839818e+00,1.763278286688358731e+00,5.721535148487020238e-03,1.865910587180387301e+04,1.286860350127837227e-02
5.565450265377096528e+00,9.795257423546372966e-01,2.056311621800038125e+00,9.023596603833425878e-01,1.112714873673679300e-02,1.032135204022961443e+04,1.601180014917905764e-02
9.555108691676309718e+00,7.018035498650387893e-01,1.320416278572897451e+00,1.274368504957331893e+00,1.212562567852350573e-02,1.415558552518110446e+04,1.419130014254172713e-02
8.954572786229750392e+00,7.544932833903775782e-01,2.647226561187326688e+00,1.106609670025436643e+00,1.257045860225899231e-02,9.640531721173871119e+03,1.202799130411162307e-02
8.107140815804472211e+00,8.239930632260210608e-01,1.554323290814808134e+00,5.417322790883769557e-01,7.498587548768768409e-03,1.324123207550248662e+04,1.019624116332900482e-02
6.404455987914766446e+00,1.111489039297810288e+00,1.593520333543322343e+00,2.401289028006316162e+00,5.823197333194677153e-03,1.553135660313439257e+04,1.366535192557398297e-02
1.177010200122686712e+01,1.292922161780613033e+00,2.659933550640234845e+00,9.953205885376661399e-01,8.991780127497225883e-03,8.838901152994603763e+03,1.944040036961111606e-02
6.310926669495817265e+00,1.076609246685486188e+00,2.312436047947392215e+00,1.277246723759909219e+00,7.463115369356034673e-03,1.162704659113396701e+04,1.531366701635261847e-02
1.083029314694516287e+01,1.321834985415888841e+00,1.686735894086079712e+00,1.748379680638972644e+00,3.419998120299478327e-03,8.043711788815506225e+03,2.401567817891264028e-02
7.730504792561912808e+00,9.699912676832563863e-01,1.574575681762742985e+00,1.840762978871643529e+00,1.040785146132820575e-02,1.284537669490417829e+04,1.832913055692023466e-02
6.130690149238604114e+00,1.312854383905740496e+00,1.646242494180150562e+00,1.355507601937246065e+00,3.153184546744026637e-03,1.495464090840797144e+04,1.255053139030145454e-02
7.666351993344731497e+00,1.014134292488522826e+00,1.483015675760299690e+00,9.574146942298145113e-01,6.911903289086737678e-03,1.110934345513232802e+04,1.655456911143807219e-02
